Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,required_fields (product.metafields.custom.required_fields),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Cocktail decoration design (product.metafields.shopify.cocktail-decoration-design),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
spooky-custom-canvas-banner-skeleton-wall-art-goth-room-decor,,,,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Home Decor,,,,Live Laugh Lobotomy,,,,,,,,,0.0,shopify,10,deny,manual,15.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/21502ad2-il_fullxfull.6801506615_gfrs.jpg?v=1769382587,3,,,Spooky Custom Canvas Banner | Skeleton Wall Art Goth Decor,"Custom goth canvas banner with skeleton, grim reaper & creepy-cute designs. Perfect Halloween decor or year-round spooky wall art. Order now!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
spooky-custom-canvas-banner-skeleton-wall-art-goth-room-decor,,,,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Home Decor,,,,Never Better,,,,,,,,,0.0,shopify,10,deny,manual,15.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/11ecd01f-il_fullxfull.6801506617_79le.jpg?v=1769382586,4,,,Spooky Custom Canvas Banner | Skeleton Wall Art Goth Decor,"Custom goth canvas banner with skeleton, grim reaper & creepy-cute designs. Perfect Halloween decor or year-round spooky wall art. Order now!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
spooky-custom-canvas-banner-skeleton-wall-art-goth-room-decor,,,,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Home Decor,,,,Snake Sword,,,,,,,,,0.0,shopify,10,deny,manual,15.00,,true,false,,,,,,,,,,Spooky Custom Canvas Banner | Skeleton Wall Art Goth Decor,"Custom goth canvas banner with skeleton, grim reaper & creepy-cute designs. Perfect Halloween decor or year-round spooky wall art. Order now!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-spooky-earrings-custom-goth-dangle-drops-ravens-potions-pride-flag-your-own-image,"Personalized Spooky Earrings – Custom Goth Dangle Drops, Ravens, Potions, Pride Flag & Your Own Image","🖤Custom Gothic &amp; Spooky Earrings – Your Art or Mine

Looking for earrings as unique and spooky as you are? These custom gothic dangle earrings feature original witchy artwork or your own image, printed on lightweight acrylic for everyday wear.

• Choose from my creepy-cute designs: skull &amp; flowers, raven, potion bottle, Halloween bar, bat florals, crescent moon hands, pride flag bar, and more
• Or send me your own photo, artwork, or idea and I’ll turn it into wearable art you’ll be obsessed with


🦇Gothic &amp; Witchy Vibes
• Perfect for goth, witchy, spooky-cute and dark academia outfits
• Ideal for Halloween parties, horror movie nights, concerts, conventions and everyday alt fashion
• Pride flag designs available for a bold, queer, and spooky statement

How Custom Orders Work
• Select “Your Own Image” or a listed design from the dropdown
• At checkout, add personalization details or send me a message with your image/idea
• I’ll create a mockup or description of the design and confirm with you before making your earrings
• Once approved, your custom earrings are made to order and shipped from my Denver, CO studio

🎁Gifting
• Perfect gift for goth girlfriends, witchy besties, Halloween lovers, and spooky year-round souls
• Great for birthdays, Halloween, pride events, anniversaries, or “just because” gifts
• Add a note at checkout if it’s a gift and I’ll keep the receipt out of the package

If you have a wild idea, a beloved pet photo, or a favorite piece of spooky art you’d love to wear, send me a message – I’d love to design your dream pair of earrings.",Midnight Muse Made,Apparel & Accessories > Jewelry > Earrings,Jewelry,"alt_fashion_jewelry, crescent_moon_hands, custom_photo_drops, dark_academia_gift, goth_custom_earrings, halloween_goth_bars, occult_witch_jewelry, personalized_goth, pride_flag_earrings, raven_goth_earrings, skull_floral_dangles, spooky_dangle_drops, witchy_potion_jewel",true,Design,Your Own Image,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/67e1819e-il_fullxfull.7248669133_874u.jpg?v=1769382586,1,,false,Personalized Spooky Earrings | Custom Goth Dangle Drops,"Custom gothic dangle earrings with witchy designs or your own image. Lightweight acrylic, perfect for everyday spooky style. Order yours!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
personalized-spooky-earrings-custom-goth-dangle-drops-ravens-potions-pride-flag-your-own-image,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Bat Flowers,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/0baf7d33-il_fullxfull.6857028178_aj1v.jpg?v=1769382586,2,,,Personalized Spooky Earrings | Custom Goth Dangle Drops,"Custom gothic dangle earrings with witchy designs or your own image. Lightweight acrylic, perfect for everyday spooky style. Order yours!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-spooky-earrings-custom-goth-dangle-drops-ravens-potions-pride-flag-your-own-image,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Skull,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/935dc87a-il_fullxfull.6763891374_bf34.jpg?v=1769382586,3,,,Personalized Spooky Earrings | Custom Goth Dangle Drops,"Custom gothic dangle earrings with witchy designs or your own image. Lightweight acrylic, perfect for everyday spooky style. Order yours!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-spooky-earrings-custom-goth-dangle-drops-ravens-potions-pride-flag-your-own-image,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Hands,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/d8846f76-il_fullxfull.6762726022_tmjt.jpg?v=1769382586,4,,,Personalized Spooky Earrings | Custom Goth Dangle Drops,"Custom gothic dangle earrings with witchy designs or your own image. Lightweight acrylic, perfect for everyday spooky style. Order yours!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-spooky-earrings-custom-goth-dangle-drops-ravens-potions-pride-flag-your-own-image,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Potion Bottle,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/39ca17f0-il_fullxfull.6795529489_m7th.jpg?v=1769382586,5,,,Personalized Spooky Earrings | Custom Goth Dangle Drops,"Custom gothic dangle earrings with witchy designs or your own image. Lightweight acrylic, perfect for everyday spooky style. Order yours!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-spooky-earrings-custom-goth-dangle-drops-ravens-potions-pride-flag-your-own-image,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Halloween Bar,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/5d106622-il_fullxfull.6747504312_n8jd.jpg?v=1769382586,6,,,Personalized Spooky Earrings | Custom Goth Dangle Drops,"Custom gothic dangle earrings with witchy designs or your own image. Lightweight acrylic, perfect for everyday spooky style. Order yours!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-spooky-earrings-custom-goth-dangle-drops-ravens-potions-pride-flag-your-own-image,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Green Floral Bar,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/63fe35c6-il_fullxfull.6810739581_1ywz.jpg?v=1769382586,7,,,Personalized Spooky Earrings | Custom Goth Dangle Drops,"Custom gothic dangle earrings with witchy designs or your own image. Lightweight acrylic, perfect for everyday spooky style. Order yours!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-spooky-earrings-custom-goth-dangle-drops-ravens-potions-pride-flag-your-own-image,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Potion Books Bar,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/9acf5d0f-il_fullxfull.6905008117_qcr3.jpg?v=1769382586,8,,,Personalized Spooky Earrings | Custom Goth Dangle Drops,"Custom gothic dangle earrings with witchy designs or your own image. Lightweight acrylic, perfect for everyday spooky style. Order yours!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-spooky-earrings-custom-goth-dangle-drops-ravens-potions-pride-flag-your-own-image,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Pride Flag Bar,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/08c8cad6-il_fullxfull.6857028188_5r0q.jpg?v=1769382587,9,,,Personalized Spooky Earrings | Custom Goth Dangle Drops,"Custom gothic dangle earrings with witchy designs or your own image. Lightweight acrylic, perfect for everyday spooky style. Order yours!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-spooky-earrings-custom-goth-dangle-drops-ravens-potions-pride-flag-your-own-image,,,,Apparel & Accessories > Jewelry > Earrings,Jewelry,,,,Raven Bar,,,,,,,,,0.0,shopify,10,deny,manual,12.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/72b92340-il_fullxfull.6905008121_ke0o.jpg?v=1769382586,10,,,Personalized Spooky Earrings | Custom Goth Dangle Drops,"Custom gothic dangle earrings with witchy designs or your own image. Lightweight acrylic, perfect for everyday spooky style. Order yours!",,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-dog-photo-air-freshener-with-name-personalized-pet-car-decor-1,Custom Dog Photo Air Freshener - Personalized Car Decor,"Take your furry best friend on every ride with a custom dog photo car air freshener made just for you. I’ll turn your favorite pet picture into a personalized car freshener with their name, cute patterns, and a long-lasting scent, the perfect small gift for any dog lover.

✨ What You’ll Get
- 1 custom, double-sided, dog car air freshener
- Printed with your pet’s photo + name
- Choice of design: heart or checkerboard
- Choice of color: pink, blue, or black
- Choice of scent: Lemon Eucalyptus or Fresh Linen
- Pre-strung and ready to hang from your rearview mirror

Each freshener is designed to be a fun, eye-catching pet car accessory that looks great from both the driver’s seat and outside the car.

🐶 Perfect For
- Everyday use in your car, truck, or SUV
- Dog mom / dog dad gifts
- New puppy gifts
- Pet memorial keepsakes for beloved dogs who crossed the rainbow bridge
- Stocking stuffers, coworker gifts, and small add-on gifts

If you love custom dog gifts and unique car accessories, this one’s made for you.

🎨 Design &amp; Scent Options
Design styles:
- Pink checkerboard
- Blue checkerboard
- Black checkerboard
- Pink heart
- Blue heart

Scents:
- Lemon Eucalyptus – bright, clean, herbal, and refreshing
- Fresh Linen – soft, cozy, and comforting

If you’re unsure which design or scent to choose for a gift, Pink Checker + Fresh Linen is a classic combo dog lovers adore.

📸 How to Order Your Custom Freshener
- Choose your design, color, and scent from the drop-down options.
- Enter your pet’s name in the personalization box exactly as you’d like it printed.
- Place your order.
- Send me your pet photo via Etsy Messages after checkout.

That’s it! I’ll take your photo and turn it into a personalized dog photo air freshener, ready to ride along with you.

📷 Photo Guidelines (for Best Results)
- To make your custom pet freshener look amazing:
- Use a clear, high-resolution photo
- Make sure your dog’s face is fully visible (no heavy shadows or blur)
- Natural lighting works best
- Close-up headshots or chest-up photos look especially cute on these designs
- If choosing the black option, please be sure to consider the contrast with the dog's coat. I usually do not recommend an all black dog on the black and white checkered option.

If you’re unsure which photo to use, feel free to send a couple of options. I’m happy to help you choose the best one.",Midnight Muse Made,Home & Garden > Decor > Home Fragrances > Air Fresheners,Pet Accessories,"car_air_freshener, custom_dog_freshener, custom_pet_car_decor, custom_pet_car_gift, cute_dog_car_decor, dog_air_freshener, dog_lover_car_gift, dog_photo_freshie, featured, pet_memorial_gift, pet_photo_car_scent, pet_photo_freshener, photo_air_freshener, rearview_mirror_gift",true,Design,Blue Checker,,Scent,Lemon Eucalyptus,,,,,,0.0,shopify,10,deny,manual,13.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/761d4329-il_fullxfull.6785213846_3pim.jpg?v=1769382586,1,,false,Custom Dog Photo Air Freshener | Personalized Car Decor,Personalized car air freshener with your dogs photo & name. Choose heart or checker design. Lemon or linen scent. Perfect dog mom gift!,,,,,,,,,,,,What's your dog's name?,,,,,,,,,,,,lb,,,active
custom-dog-photo-air-freshener-with-name-personalized-pet-car-decor-1,,,,Home & Garden > Decor > Home Fragrances > Air Fresheners,Pet Accessories,,,,Blue Checker,,,Fresh Linen,,,,,,0.0,shopify,10,deny,manual,13.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/317131a9-il_fullxfull.7491478956_qp65.jpg?v=1769382587,2,,,Custom Dog Photo Air Freshener | Personalized Car Decor,Personalized car air freshener with your dogs photo & name. Choose heart or checker design. Lemon or linen scent. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-dog-photo-air-freshener-with-name-personalized-pet-car-decor-1,,,,Home & Garden > Decor > Home Fragrances > Air Fresheners,Pet Accessories,,,,Blue Heart,,,Lemon Eucalyptus,,,,,,0.0,shopify,10,deny,manual,13.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/dcbfebb6-il_fullxfull.7491478966_bhhq.jpg?v=1769382586,3,,,Custom Dog Photo Air Freshener | Personalized Car Decor,Personalized car air freshener with your dogs photo & name. Choose heart or checker design. Lemon or linen scent. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-dog-photo-air-freshener-with-name-personalized-pet-car-decor-1,,,,Home & Garden > Decor > Home Fragrances > Air Fresheners,Pet Accessories,,,,Blue Heart,,,Fresh Linen,,,,,,0.0,shopify,10,deny,manual,13.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/6100af40-il_fullxfull.7491478962_9aj5.jpg?v=1769382587,4,,,Custom Dog Photo Air Freshener | Personalized Car Decor,Personalized car air freshener with your dogs photo & name. Choose heart or checker design. Lemon or linen scent. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-dog-photo-air-freshener-with-name-personalized-pet-car-decor-1,,,,Home & Garden > Decor > Home Fragrances > Air Fresheners,Pet Accessories,,,,Pink Checker,,,Lemon Eucalyptus,,,,,,0.0,shopify,10,deny,manual,13.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/18720162-il_fullxfull.7491478968_7tjt.jpg?v=1769382586,5,,,Custom Dog Photo Air Freshener | Personalized Car Decor,Personalized car air freshener with your dogs photo & name. Choose heart or checker design. Lemon or linen scent. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-dog-photo-air-freshener-with-name-personalized-pet-car-decor-1,,,,Home & Garden > Decor > Home Fragrances > Air Fresheners,Pet Accessories,,,,Pink Checker,,,Fresh Linen,,,,,,0.0,shopify,10,deny,manual,13.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/47f47bf5-il_fullxfull.7539417805_lkgr.jpg?v=1769382586,6,,,Custom Dog Photo Air Freshener | Personalized Car Decor,Personalized car air freshener with your dogs photo & name. Choose heart or checker design. Lemon or linen scent. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-dog-photo-air-freshener-with-name-personalized-pet-car-decor-1,,,,Home & Garden > Decor > Home Fragrances > Air Fresheners,Pet Accessories,,,,Pink Heart,,,Lemon Eucalyptus,,,,,,0.0,shopify,10,deny,manual,13.00,,true,false,,,,,,,,,,Custom Dog Photo Air Freshener | Personalized Car Decor,Personalized car air freshener with your dogs photo & name. Choose heart or checker design. Lemon or linen scent. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-dog-photo-air-freshener-with-name-personalized-pet-car-decor-1,,,,Home & Garden > Decor > Home Fragrances > Air Fresheners,Pet Accessories,,,,Pink Heart,,,Fresh Linen,,,,,,0.0,shopify,10,deny,manual,13.00,,true,false,,,,,,,,,,Custom Dog Photo Air Freshener | Personalized Car Decor,Personalized car air freshener with your dogs photo & name. Choose heart or checker design. Lemon or linen scent. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-dog-photo-air-freshener-with-name-personalized-pet-car-decor-1,,,,Home & Garden > Decor > Home Fragrances > Air Fresheners,Pet Accessories,,,,Black Checker,,,Lemon Eucalyptus,,,,,,0.0,shopify,10,deny,manual,13.00,,true,false,,,,,,,,,,Custom Dog Photo Air Freshener | Personalized Car Decor,Personalized car air freshener with your dogs photo & name. Choose heart or checker design. Lemon or linen scent. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-dog-photo-air-freshener-with-name-personalized-pet-car-decor-1,,,,Home & Garden > Decor > Home Fragrances > Air Fresheners,Pet Accessories,,,,Black Checker,,,Fresh Linen,,,,,,0.0,shopify,10,deny,manual,13.00,,true,false,,,,,,,,,,Custom Dog Photo Air Freshener | Personalized Car Decor,Personalized car air freshener with your dogs photo & name. Choose heart or checker design. Lemon or linen scent. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
gothic-canvas-tote-bag-with-skeleton-design-dark-humor-or-fully-custom-print,Gothic Canvas Tote Bag with Skeleton Design – Dark Humor or Fully Custom Print,"Spooky, but make it functional. This creepy-cute canvas tote is perfect for goths, horror lovers, and anyone whose life motto is a little more “Never Better” and “Live Laugh Lobotomy” than “Live Laugh Love.” Use it for books, groceries, witchy essentials, or your emotional baggage. 💀🖤

Choose from my designs or send your own art for a fully custom tote.

✨ What you’re getting
• Mid-sized canvas tote bag – sturdy enough for daily use
• Printed with high-quality, vibrant artwork so your design really pops
• Choice of existing designs or your own custom image/idea
• Made to order just for you in Denver, CO

💀 Design options
• “Never Better” – skeleton lounging in a coffin under a rainbow, pastel goth vibes
• “Live Laugh Lobotomy” – grim reaper silhouette with dark humor text
• Custom Image – your art, your pet, your phrase, or your cursed idea

🎨 How customization works
• Select “Your Own Image” from the Design dropdown
• Use the personalization box or Etsy messages to tell me what you’d like
• Send your image via Etsy messages after checkout
• I’ll adjust your image for best print quality and confirm before printing if needed

📏 Size &amp; materials
(Update these details if needed to match your actual product)
• Approx. 15 in x 16 in canvas tote (mid-sized everyday bag)
• Handles long enough to wear over the shoulder
• Canvas fabric – durable and reusable
• Lightweight but strong enough for books, notebooks, or a small laptop

🎁 Perfect for
• Goth, grunge, alt, and emo fashion lovers
• Horror fans and spooky season enthusiasts (year-round, obviously)
• Dark humor meme friends who are “Never Better” 😈
• Unique, personalized gifts for birthdays, Halloween, or just because

If you have a weird idea, cursed phrase, or specific spooky aesthetic in mind, message me – I’d love to help you bring it to life on a tote. 🕯️🦇",Midnight Muse Made,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Tote Handbags",Bags,"alt_fashion_tote, Canvas, creepy_cute_tote, custom_image_tote, custom_spooky_gift, dark_humor_tote_bag, gothic_canvas_bag, grunge_goth_tote, horror_aesthetic_bag, live_laugh_lobotomy, never_better_tote, pastel_goth_tote_bag, spooky_skeleton_tote, witchy_everyday_bag",true,Design,Never Better,,,,,,,,,0.0,shopify,10,deny,manual,10.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/f0e8785b-il_fullxfull.6763089180_iliv.jpg?v=1769382587,1,,false,Gothic Canvas Tote Bag | Skeleton Dark Humor Design,Creepy-cute canvas tote with skeleton & dark humor designs. Perfect for goths & horror fans. Custom options available. Shop your spooky tote!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
gothic-canvas-tote-bag-with-skeleton-design-dark-humor-or-fully-custom-print,,,,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Tote Handbags",Bags,,,,Live Laugh Lobotomy,,,,,,,,,0.0,shopify,10,deny,manual,10.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/23344a5a-il_fullxfull.6811102327_aihn.jpg?v=1769382586,2,,,Gothic Canvas Tote Bag | Skeleton Dark Humor Design,Creepy-cute canvas tote with skeleton & dark humor designs. Perfect for goths & horror fans. Custom options available. Shop your spooky tote!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
gothic-canvas-tote-bag-with-skeleton-design-dark-humor-or-fully-custom-print,,,,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Tote Handbags",Bags,,,,Your Own Image,,,,,,,,,0.0,shopify,10,deny,manual,10.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/685fd90c-il_fullxfull.6811102343_nn8m.jpg?v=1769382586,3,,,Gothic Canvas Tote Bag | Skeleton Dark Humor Design,Creepy-cute canvas tote with skeleton & dark humor designs. Perfect for goths & horror fans. Custom options available. Shop your spooky tote!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
gothic-canvas-tote-bag-with-skeleton-design-dark-humor-or-fully-custom-print,,,,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Tote Handbags",Bags,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/8f91e4a1-il_fullxfull.6763088500_dh32.jpg?v=1769382590,4,,,Gothic Canvas Tote Bag | Skeleton Dark Humor Design,Creepy-cute canvas tote with skeleton & dark humor designs. Perfect for goths & horror fans. Custom options available. Shop your spooky tote!,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pet-portrait-stainless-steel-tumbler-personalized-pet-lover-travel-cup-1,"Custom Pet Portrait Stainless Steel Tumbler, Personalized Pet Lover Travel Cup","Custom Pet Photo Stainless Steel Skinny Tumbler – Personalized Dog Mom/Dad Gift

Bring your favorite fur face everywhere you go. This custom pet tumbler turns your dog or cat into a piece of art on a sleek, stainless steel cup you can use every day.

✨ WHAT YOU’LL RECEIVE
• One stainless steel skinny tumbler with your custom pet photo design
• Clear lid, reusable straw, and straw cleaner included
• Double-wall insulation to keep drinks hot or cold longer
• Vibrant print that won’t peel or fade with proper care

🎨 HOW TO PERSONALIZE YOUR TUMBLER
1. Choose your dog’s breed design from the chart (numbers 1–20).
2. Fill out the personalization box with: The breed number (example: “#8”) The name you’d like to appear on the patch (example: “Luna’”), so that it reads something like ""#8 Luna.""
3. If your dog’s breed isn’t shown, message me for more options! I’m happy to customize it for you.
3a. If you chose the custom photo option, after checkout, send your pet photos via Etsy Messages – clear, well-lit photos work best

💡 PHOTO TIPS FOR BEST RESULTS
• Use bright, natural lighting so your pet’s features are sharp and clear
• Try to send photos where your pet is facing the camera (no heavy shadows over the face)
• If you’re including multiple pets, send at least one good photo of each
• I’ll crop and position your pet(s) so they look balanced and adorable on the tumbler

🖤 STYLE &amp; AESTHETIC
• Fun, colorful design that makes your pet the star of the show
• Perfect for pet parents who love bold, playful drinkware
• Great as a daily coffee cup, iced drink tumbler, or travel companion

🎁 PERFECT FOR GIFTING
• Thoughtful gift for dog moms, dog dads, cat parents, and pet lovers
• Ideal for birthdays, holidays, new pet celebrations, or memorial pieces
• You can ship directly to the recipient and add a gift message at checkout

📦 PROCESSING &amp; SHIPPING
• Custom designs are created after you send your photos
• Please allow time for design, printing, and packing before shipment
• Your tumbler will be securely packaged to arrive ready for gifting or daily use

🧼 CARE INSTRUCTIONS
• Hand wash only recommended to preserve the finish and insulation
• Do not microwave
• Avoid soaking the tumbler or using abrasive scrubbers on the printed area",Midnight Muse Made,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers,Personalized Drinkware,"custom_pet_drinkware, custom_pet_photo_cup, custom_pet_tumbler, dark_celestial_cup, featured, Metal, pet_photo_skinny_cup, pet_photo_travel_cup, pet_photo_tumbler, Plastic, spooky_dog_mom_gift, spooky_pet_tumbler, witchy_pet_tumbler, witchy_stainless_cup, zodiac_pet_portrait, zodiac_pet_tumbler",true,Design,Mountains,,,,,,,,,0.0,shopify,10,deny,manual,25.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/7a5f505a-il_fullxfull.7550912299_cuct.jpg?v=1769382586,1,,false,Custom Pet Portrait Tumbler | Dog Breed Stainless Steel Cup,Personalized stainless steel tumbler with dog breed silhouette or your pets photo. Double-wall insulated with lid & straw. Perfect dog mom gift!,,,,,,,,,,,,"Enter the number for the dog breed
What's your dog's name?",,,,,,,,,,,,lb,,,active
custom-pet-portrait-stainless-steel-tumbler-personalized-pet-lover-travel-cup-1,,,,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers,Personalized Drinkware,,,,Photo,,,,,,,,,0.0,shopify,10,deny,manual,25.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/04db0c0e-il_fullxfull.7550394639_fyj1.jpg?v=1769382586,2,,,Custom Pet Portrait Tumbler | Dog Breed Stainless Steel Cup,Personalized stainless steel tumbler with dog breed silhouette or your pets photo. Double-wall insulated with lid & straw. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
custom-pet-portrait-stainless-steel-tumbler-personalized-pet-lover-travel-cup-1,,,,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers,Personalized Drinkware,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/15303f2c-il_fullxfull.7502458836_nbo8.jpg?v=1769382586,3,,,Custom Pet Portrait Tumbler | Dog Breed Stainless Steel Cup,Personalized stainless steel tumbler with dog breed silhouette or your pets photo. Double-wall insulated with lid & straw. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,,,,
custom-pet-portrait-stainless-steel-tumbler-personalized-pet-lover-travel-cup-1,,,,Home & Garden > Kitchen & Dining > Tableware > Drinkware > Tumblers,Personalized Drinkware,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0984/3464/6308/files/ae9450df-il_fullxfull.7502974214_e51o.jpg?v=1769382586,4,,,Custom Pet Portrait Tumbler | Dog Breed Stainless Steel Cup,Personalized stainless steel tumbler with dog breed silhouette or your pets photo. Double-wall insulated with lid & straw. Perfect dog mom gift!,,,,,,,,,,,,,,,,,,,,,,,,,,,
